age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
21,Student,Website,High,3,237,2.079,Email Activity,Yes,No,No,No,No,1
22,Student,Website,High,1,1250,8.164,Phone Activity,No,No,No,No,No,0
32,Unemployed,Mobile App,High,3,1282,2.222,Phone Activity,Yes,No,No,No,No,0
59,Professional,Website,High,5,208,3.656,Email Activity,No,No,Yes,No,No,0
48,Professional,Mobile App,Medium,4,176,3.56,Website Activity,No,No,No,Yes,No,0
57,Unemployed,Website,High,2,1407,2.189,Email Activity,No,No,No,No,Yes,1
61,Unemployed,Website,Medium,2,715,3.221,Email Activity,No,No,Yes,No,No,0
35,Professional,Website,Medium,2,205,3.128,Website Activity,No,No,No,No,No,0
34,Professional,Mobile App,High,6,1838,2.197,Phone Activity,No,No,No,No,No,0
18,Student,Website,Medium,1,321,3.437,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,1,657,2.95,Website Activity,No,No,No,No,No,1
41,Professional,Mobile App,High,8,2210,5.71,Website Activity,No,No,No,Yes,No,1
57,Professional,Website,High,2,1908,6.09,Phone Activity,No,No,No,No,No,1
24,Student,Mobile App,High,2,2251,2.127,Website Activity,No,No,No,No,No,0
43,Unemployed,Website,Medium,3,61,3.632,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,Medium,2,1310,1.401,Website Activity,No,No,No,No,No,0
56,Professional,Website,High,6,230,4.287,Website Activity,No,No,No,No,No,0
45,Professional,Website,Medium,5,1834,7.5,Phone Activity,No,No,No,No,No,1
19,Student,Website,Medium,8,325,3.172,Email Activity,No,No,No,No,No,0
55,Professional,Website,Medium,3,1700,3.09,Website Activity,No,No,No,No,No,1
56,Professional,Website,Medium,7,300,2.118,Email Activity,No,No,No,Yes,No,0
22,Student,Mobile App,High,1,1153,2.216,Email Activity,No,No,No,No,No,1
50,Unemployed,Mobile App,Medium,1,598,0.247,Website Activity,No,No,No,No,No,1
18,Student,Website,High,3,960,2.228,Phone Activity,No,No,No,No,No,1
35,Unemployed,Website,Medium,1,551,1.987,Phone Activity,No,No,No,No,No,0
23,Student,Mobile App,High,5,200,5.772,Website Activity,No,No,No,No,No,0
19,Student,Mobile App,Medium,4,2292,10.584,Website Activity,No,No,No,No,No,0
57,Unemployed,Website,High,5,2222,0.264,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,2,232,5.635,Phone Activity,No,No,No,No,No,0
40,Professional,Website,High,9,350,3.87,Email Activity,No,No,No,No,No,1
55,Professional,Website,High,6,199,0.15,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,High,1,2057,1.931,Website Activity,No,No,No,No,No,0
28,Professional,Website,High,11,1194,3.817,Phone Activity,No,No,No,No,No,1
63,Unemployed,Mobile App,High,3,599,3.224,Email Activity,No,No,No,No,No,0
19,Student,Mobile App,Medium,2,242,2.057,Phone Activity,No,No,No,Yes,No,0
18,Student,Mobile App,High,5,1,2.249,Email Activity,No,No,No,No,No,0
43,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
43,Professional,Website,Medium,2,88,3.95,Email Activity,No,No,No,No,No,0
26,Professional,Website,Medium,5,196,2.0,Phone Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,5,24,8.395,Email Activity,No,No,Yes,No,No,0
35,Professional,Mobile App,High,3,1556,3.714,Email Activity,No,No,No,No,No,0
43,Professional,Mobile App,High,1,207,2.137,Email Activity,No,No,No,No,No,0
59,Unemployed,Website,High,5,660,6.317,Website Activity,No,No,No,No,Yes,1
43,Unemployed,Website,Medium,2,1592,2.865,Email Activity,No,Yes,Yes,No,No,1
57,Professional,Mobile App,Medium,3,195,0.356,Website Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,Medium,3,384,3.69,Website Activity,No,No,No,No,No,0
33,Professional,Mobile App,Medium,6,261,2.241,Email Activity,No,No,Yes,No,No,0
47,Professional,Website,Medium,3,1832,3.122,Phone Activity,No,No,No,No,No,0
36,Unemployed,Mobile App,Medium,4,1666,3.718,Phone Activity,No,No,No,Yes,No,0
25,Professional,Mobile App,High,5,2247,2.24,Email Activity,Yes,No,No,No,No,0
41,Professional,Website,High,5,678,7.653,Website Activity,No,No,No,Yes,No,1
30,Professional,Website,Medium,3,16,2.025,Email Activity,No,No,Yes,No,No,0
63,Unemployed,Website,Medium,4,382,2.871,Email Activity,No,No,No,No,No,0
28,Professional,Mobile App,High,4,642,2.166,Email Activity,No,No,No,No,No,0
51,Professional,Mobile App,Medium,2,34,3.523,Phone Activity,No,No,No,No,No,0
46,Professional,Website,High,5,83,2.192,Website Activity,No,No,No,No,No,1
35,Professional,Website,Medium,6,2096,1.883,Email Activity,No,No,No,No,No,1
56,Unemployed,Website,Medium,4,396,2.137,Website Activity,No,No,No,No,No,0
59,Unemployed,Website,High,2,90,2.211,Email Activity,No,No,No,No,No,1
18,Student,Website,Medium,4,696,3.58,Email Activity,Yes,No,No,No,No,0
56,Professional,Website,Medium,2,380,1.966,Website Activity,No,No,No,No,No,0
35,Professional,Mobile App,Low,5,672,5.257,Website Activity,No,No,No,No,No,0
52,Unemployed,Mobile App,Medium,2,486,0.274,Website Activity,No,No,Yes,No,No,0
59,Unemployed,Website,High,8,93,3.603,Email Activity,No,No,No,No,No,0
56,Professional,Mobile App,High,2,1945,3.54,Email Activity,No,No,No,No,No,0
21,Student,Website,Medium,14,2052,2.886,Email Activity,No,Yes,No,No,No,0
61,Unemployed,Mobile App,High,2,59,2.2,Email Activity,No,No,No,Yes,No,0
59,Unemployed,Website,Medium,8,342,1.97,Email Activity,Yes,Yes,No,No,No,0
62,Unemployed,Website,High,4,219,3.928,Phone Activity,No,No,No,Yes,No,0
57,Professional,Website,Medium,1,81,2.217,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,Medium,2,45,3.409,Email Activity,No,No,No,No,No,0
56,Professional,Website,Medium,6,381,0.181,Email Activity,No,No,No,No,No,0
42,Unemployed,Website,High,8,662,0.24,Email Activity,No,No,No,No,No,1
56,Unemployed,Website,High,3,10,0.217,Website Activity,No,No,No,No,No,1
50,Unemployed,Website,Medium,2,349,3.585,Email Activity,No,No,No,Yes,No,0
51,Professional,Mobile App,Medium,12,230,3.894,Phone Activity,No,No,No,Yes,No,0
34,Professional,Mobile App,High,6,31,4.348,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,Medium,3,250,3.441,Email Activity,No,No,Yes,No,No,0
32,Unemployed,Website,Medium,3,332,3.839,Email Activity,No,No,No,Yes,No,0
26,Professional,Mobile App,Medium,3,438,3.107,Website Activity,No,No,No,No,No,0
57,Professional,Website,Medium,6,78,0.164,Phone Activity,No,No,No,Yes,No,0
54,Professional,Website,Medium,1,2139,3.612,Email Activity,No,No,No,No,No,1
55,Professional,Website,Low,2,19,5.039,Email Activity,No,No,No,No,No,1
54,Professional,Mobile App,High,2,357,2.025,Website Activity,No,No,No,No,No,0
39,Unemployed,Website,Medium,3,302,2.095,Phone Activity,No,No,No,Yes,No,0
58,Unemployed,Website,High,2,524,2.201,Email Activity,No,No,No,No,No,1
56,Unemployed,Mobile App,High,7,51,3.562,Phone Activity,No,No,No,Yes,No,0
36,Unemployed,Mobile App,High,11,1397,3.283,Phone Activity,No,No,No,No,No,0
54,Professional,Mobile App,High,2,35,2.056,Email Activity,No,No,No,No,No,0
30,Professional,Mobile App,Medium,5,1708,5.711,Phone Activity,No,No,No,No,No,0
24,Student,Website,Medium,1,2390,7.757,Website Activity,Yes,Yes,No,No,No,0
38,Professional,Mobile App,High,2,198,2.28,Email Activity,No,Yes,Yes,No,No,0
57,Professional,Website,High,6,613,1.95,Phone Activity,No,No,No,No,No,1
52,Unemployed,Mobile App,High,2,1405,3.708,Email Activity,Yes,No,No,No,No,0
23,Student,Website,Medium,1,148,2.176,Phone Activity,No,No,No,No,No,0
29,Professional,Website,High,3,306,0.233,Email Activity,No,No,No,No,No,1
53,Unemployed,Mobile App,High,4,2117,3.055,Website Activity,No,No,No,No,No,0
46,Professional,Mobile App,Medium,2,366,0.181,Email Activity,No,No,No,No,No,0
54,Unemployed,Website,Medium,1,95,3.765,Website Activity,No,No,Yes,No,No,0
46,Professional,Mobile App,Medium,7,348,0.278,Email Activity,Yes,No,No,Yes,No,0
18,Student,Website,Medium,8,317,3.883,Phone Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,High,3,1670,0.165,Email Activity,No,No,No,No,No,0
62,Unemployed,Website,High,4,101,2.191,Phone Activity,No,No,No,Yes,No,1
54,Professional,Website,High,3,113,3.924,Email Activity,No,No,No,No,No,0
49,Professional,Mobile App,High,7,14,1.931,Phone Activity,No,No,No,Yes,Yes,0
23,Student,Website,High,3,1850,2.013,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,High,2,589,7.336,Phone Activity,No,No,No,No,No,0
43,Unemployed,Mobile App,Medium,8,1659,1.998,Website Activity,No,No,No,No,No,1
44,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,4,240,3.565,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,Low,7,114,3.646,Email Activity,No,No,No,Yes,No,0
53,Unemployed,Website,High,3,670,5.454,Phone Activity,No,No,No,No,No,1
52,Professional,Website,High,3,680,2.1,Website Activity,Yes,No,No,No,No,1
57,Professional,Mobile App,Medium,5,495,2.022,Email Activity,No,No,No,No,No,0
56,Professional,Website,High,1,2428,1.922,Website Activity,No,No,No,Yes,No,1
22,Student,Website,Medium,4,345,2.103,Website Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,Medium,3,287,5.803,Email Activity,No,No,No,No,No,0
31,Professional,Website,High,2,1,2.198,Phone Activity,No,No,No,No,No,0
59,Professional,Website,Medium,2,562,2.061,Phone Activity,No,No,No,No,Yes,1
59,Professional,Mobile App,High,6,2352,0.202,Email Activity,No,No,No,No,No,1
57,Professional,Mobile App,High,11,2199,2.184,Email Activity,Yes,No,No,No,No,0
22,Student,Mobile App,High,10,2358,2.238,Website Activity,No,No,No,No,No,0
30,Professional,Website,High,6,391,3.552,Website Activity,No,No,No,No,No,1
30,Professional,Mobile App,High,3,415,3.956,Email Activity,No,No,No,No,No,0
46,Unemployed,Website,Medium,2,1,0.69,Phone Activity,No,No,No,No,No,0
31,Professional,Mobile App,High,3,352,4.172,Email Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,High,1,411,1.411,Email Activity,No,No,No,No,No,0
21,Student,Mobile App,High,5,1362,3.716,Phone Activity,No,No,No,No,No,0
44,Professional,Mobile App,Medium,2,94,3.2,Email Activity,No,No,Yes,No,No,0
59,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
46,Professional,Mobile App,Medium,2,587,5.406,Email Activity,No,No,No,No,No,0
23,Student,Website,Low,1,389,5.787,Email Activity,Yes,No,No,No,No,0
49,Unemployed,Website,High,2,1,2.141,Phone Activity,No,No,No,No,No,1
54,Professional,Website,Medium,6,361,3.089,Website Activity,No,No,No,Yes,No,0
45,Professional,Website,Low,2,140,3.798,Email Activity,No,No,No,No,No,0
39,Professional,Website,Medium,2,1302,2.991,Website Activity,No,No,No,No,No,1
32,Unemployed,Mobile App,Medium,2,55,7.979,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,6,437,0.157,Website Activity,No,No,No,No,No,0
32,Professional,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
61,Unemployed,Mobile App,Medium,5,162,4.257,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,Medium,3,278,2.098,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,Medium,3,412,8.553,Email Activity,No,No,No,No,No,0
21,Student,Mobile App,High,7,2433,4.353,Website Activity,No,No,Yes,No,No,0
40,Professional,Website,High,5,1553,1.404,Website Activity,No,No,No,No,No,1
59,Unemployed,Website,Medium,1,288,2.246,Email Activity,No,No,No,No,No,0
56,Professional,Mobile App,High,7,567,1.563,Phone Activity,Yes,No,No,No,No,0
52,Unemployed,Website,Low,5,42,3.495,Website Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,Medium,6,418,2.173,Email Activity,No,No,Yes,No,No,0
55,Professional,Mobile App,High,1,261,5.438,Website Activity,No,No,No,No,No,0
60,Professional,Website,High,1,2343,2.229,Website Activity,No,No,No,No,No,1
42,Unemployed,Mobile App,High,1,88,2.765,Email Activity,No,No,No,No,No,0
20,Student,Website,Medium,5,119,2.131,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,4,184,2.057,Email Activity,No,No,No,No,No,0
37,Professional,Mobile App,High,5,1,2.197,Phone Activity,No,No,No,No,No,0
56,Unemployed,Mobile App,Medium,2,2529,2.077,Website Activity,Yes,No,No,No,No,1
49,Professional,Mobile App,High,2,681,2.202,Website Activity,No,No,No,No,No,1
38,Professional,Website,Medium,2,91,2.545,Email Activity,No,No,No,No,No,0
47,Professional,Website,Medium,2,1832,3.658,Website Activity,No,No,No,No,No,1
56,Unemployed,Website,Medium,2,481,0.357,Email Activity,No,No,No,No,No,1
20,Student,Website,High,7,366,3.148,Website Activity,No,No,No,No,No,0
23,Student,Mobile App,High,2,2233,2.139,Phone Activity,Yes,No,No,No,No,0
52,Unemployed,Website,High,1,164,3.462,Email Activity,No,No,No,No,No,1
52,Unemployed,Mobile App,High,5,344,3.202,Email Activity,No,Yes,No,No,No,0
58,Professional,Mobile App,High,5,69,2.215,Phone Activity,No,No,No,No,No,0
56,Unemployed,Website,High,6,2459,1.607,Phone Activity,No,No,No,No,Yes,1
55,Professional,Mobile App,Medium,20,33,3.048,Phone Activity,Yes,No,No,No,No,0
60,Unemployed,Mobile App,High,1,545,2.213,Email Activity,No,No,No,No,No,0
33,Professional,Mobile App,Medium,4,39,2.224,Email Activity,No,No,No,No,No,0
44,Professional,Mobile App,Medium,2,1235,0.268,Email Activity,No,No,No,No,No,0
45,Unemployed,Mobile App,Medium,6,1801,2.075,Phone Activity,No,No,No,Yes,No,1
21,Student,Website,Medium,2,246,1.909,Website Activity,No,Yes,No,No,No,0
47,Unemployed,Website,High,1,2214,7.448,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,Medium,1,1996,2.22,Phone Activity,No,No,No,No,No,1
19,Student,Mobile App,High,4,491,2.066,Email Activity,No,No,No,No,No,0
41,Professional,Mobile App,Medium,5,1585,2.257,Email Activity,No,No,No,No,No,0
19,Student,Website,High,4,300,3.124,Email Activity,No,No,No,No,No,0
32,Professional,Mobile App,Medium,2,41,6.75,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,0,0,0.0,Email Activity,No,Yes,No,No,No,0
40,Professional,Website,High,4,296,3.646,Phone Activity,No,No,No,No,No,0
55,Unemployed,Website,High,7,1382,3.728,Phone Activity,No,No,No,No,No,1
23,Student,Mobile App,High,2,70,3.485,Website Activity,No,No,No,No,No,0
60,Unemployed,Website,Medium,2,285,3.614,Email Activity,No,Yes,No,No,No,0
23,Student,Website,Medium,4,478,0.077,Email Activity,No,No,No,No,No,0
62,Unemployed,Mobile App,Medium,5,115,5.482,Email Activity,No,No,No,No,No,0
51,Unemployed,Mobile App,Medium,2,319,5.633,Phone Activity,No,No,No,Yes,No,0
61,Unemployed,Website,Medium,10,2062,2.221,Email Activity,No,No,No,No,No,0
47,Unemployed,Website,High,1,285,2.172,Phone Activity,Yes,No,No,No,No,0
35,Professional,Mobile App,Medium,4,320,2.213,Phone Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,0,0,0.0,Phone Activity,No,No,No,No,No,0
57,Professional,Website,High,2,174,2.1,Website Activity,No,No,No,Yes,No,1
58,Unemployed,Mobile App,High,5,304,1.691,Phone Activity,No,No,No,No,No,0
46,Professional,Mobile App,Medium,2,2192,3.293,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,3,2315,3.546,Phone Activity,No,No,No,Yes,No,1
36,Unemployed,Mobile App,Low,4,523,2.14,Website Activity,No,No,No,Yes,No,0
60,Unemployed,Mobile App,High,5,1738,3.63,Phone Activity,No,No,No,No,No,0
61,Unemployed,Website,Medium,4,1227,3.145,Website Activity,No,No,No,No,No,0
56,Professional,Website,Medium,3,12,7.077,Email Activity,No,No,No,Yes,No,0
23,Student,Mobile App,High,2,1653,2.091,Phone Activity,No,No,No,No,No,0
31,Professional,Website,Medium,0,0,0.0,Phone Activity,No,No,No,Yes,No,0
55,Professional,Mobile App,High,3,58,3.323,Phone Activity,Yes,No,Yes,No,No,0
63,Unemployed,Mobile App,High,1,352,2.104,Email Activity,No,No,No,No,No,0
30,Professional,Website,Medium,7,267,3.631,Website Activity,No,No,No,No,No,0
42,Professional,Website,Medium,3,1279,2.053,Phone Activity,No,No,No,No,No,0
47,Professional,Mobile App,High,7,337,3.715,Website Activity,No,No,No,No,No,0
33,Unemployed,Mobile App,Medium,8,233,3.3,Email Activity,No,No,No,No,No,0
59,Unemployed,Website,High,3,208,2.208,Email Activity,No,No,No,Yes,No,0
56,Professional,Mobile App,High,1,2236,2.212,Website Activity,No,No,No,No,No,0
58,Professional,Website,High,5,1804,3.482,Phone Activity,No,No,No,No,No,1
40,Unemployed,Mobile App,High,3,1286,0.089,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,1,50,2.179,Email Activity,No,No,No,Yes,No,0
59,Professional,Website,Medium,2,318,3.919,Phone Activity,No,No,Yes,Yes,No,0
32,Professional,Mobile App,High,2,279,8.35,Email Activity,No,No,No,Yes,No,0
59,Professional,Mobile App,High,10,343,3.275,Website Activity,No,No,Yes,No,No,0
55,Professional,Website,High,2,55,2.091,Email Activity,Yes,No,No,No,No,0
57,Unemployed,Mobile App,Medium,4,670,3.475,Website Activity,No,Yes,No,No,No,0
20,Student,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
59,Professional,Website,Medium,7,83,3.336,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,7,385,8.201,Phone Activity,No,No,Yes,Yes,No,0
57,Unemployed,Mobile App,Medium,2,72,8.605,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,High,4,531,3.425,Email Activity,No,No,No,No,No,1
33,Unemployed,Mobile App,Medium,7,328,2.139,Phone Activity,No,No,No,No,No,0
62,Unemployed,Website,Medium,7,417,6.683,Website Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,2,411,3.347,Email Activity,No,No,No,No,No,0
55,Professional,Website,High,2,337,3.767,Phone Activity,No,No,No,No,No,1
58,Professional,Website,High,4,175,3.886,Email Activity,No,No,Yes,No,No,0
40,Professional,Website,Medium,2,59,2.952,Email Activity,No,No,No,No,No,0
59,Professional,Website,High,1,2003,2.189,Email Activity,Yes,No,No,No,No,1
60,Professional,Mobile App,High,6,2154,2.055,Email Activity,No,No,No,No,No,0
34,Professional,Website,Medium,5,299,2.132,Email Activity,No,No,No,No,No,0
46,Unemployed,Mobile App,High,3,43,3.166,Website Activity,No,No,No,Yes,No,0
23,Student,Mobile App,High,3,256,3.858,Email Activity,No,No,Yes,No,No,0
43,Professional,Mobile App,Medium,2,207,3.853,Phone Activity,No,No,No,Yes,No,0
58,Unemployed,Mobile App,Medium,1,1470,3.235,Email Activity,No,Yes,No,No,No,0
34,Professional,Website,High,8,2326,5.697,Email Activity,No,No,Yes,No,No,1
57,Professional,Website,Medium,0,0,0.0,Email Activity,Yes,No,No,No,No,0
59,Unemployed,Mobile App,High,3,419,2.061,Email Activity,No,No,No,No,No,0
50,Unemployed,Website,High,1,244,2.244,Email Activity,No,No,No,No,No,1
25,Professional,Mobile App,High,1,645,5.742,Website Activity,No,No,No,No,No,0
19,Student,Mobile App,Medium,4,370,3.107,Email Activity,No,No,No,No,No,0
53,Professional,Website,Medium,5,9,3.453,Email Activity,No,No,No,Yes,No,0
37,Unemployed,Mobile App,Medium,4,599,2.933,Email Activity,No,No,No,No,No,0
56,Unemployed,Mobile App,Medium,2,212,5.56,Website Activity,No,No,No,No,No,0
20,Student,Website,Medium,4,710,2.931,Phone Activity,No,No,No,No,No,0
21,Student,Website,High,2,1,2.214,Email Activity,Yes,No,No,No,No,0
48,Professional,Mobile App,High,9,270,3.296,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,4,76,2.15,Email Activity,No,No,No,No,No,0
59,Professional,Website,Medium,5,2169,3.125,Website Activity,No,No,No,No,No,0
35,Professional,Website,High,3,1704,2.185,Email Activity,No,No,Yes,No,No,1
36,Unemployed,Mobile App,High,1,328,3.369,Email Activity,No,No,No,No,No,0
34,Professional,Website,Low,1,867,3.68,Website Activity,No,Yes,No,Yes,No,0
60,Professional,Website,High,5,43,3.331,Email Activity,No,No,Yes,No,No,1
59,Professional,Mobile App,Medium,3,379,2.163,Phone Activity,Yes,No,No,No,No,0
57,Unemployed,Website,High,1,1437,2.245,Website Activity,No,No,No,No,No,1
59,Professional,Mobile App,High,3,143,1.965,Email Activity,No,No,Yes,No,No,0
56,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,2,265,3.884,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,1,449,3.257,Website Activity,No,No,No,No,No,1
49,Professional,Mobile App,High,4,383,2.189,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,Medium,1,170,0.184,Email Activity,No,No,Yes,No,No,0
37,Unemployed,Mobile App,Medium,7,1098,5.402,Website Activity,No,No,No,No,No,1
33,Unemployed,Website,Low,5,60,7.652,Email Activity,No,No,No,Yes,No,0
21,Student,Mobile App,High,1,57,2.044,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,2,76,1.447,Email Activity,No,No,No,No,No,0
51,Professional,Mobile App,High,2,258,6.601,Email Activity,No,No,No,No,No,0
60,Professional,Website,High,6,160,3.112,Email Activity,No,No,No,No,No,1
37,Professional,Website,Medium,10,343,3.637,Phone Activity,No,No,No,No,No,0
